date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
;outfit.8d2d25de0e492c8e;Narcissa red S;Jarlo;FJONG;2 - Very good condition;;-;200.0;False
2023-01-10;outfit.8d3343f8c69af77c;M1 Lenora Black Embellished Dress;Maud Ateliér;Fjong;2 - Very good condition;;-;200.0;False
2023-09-19;outfit.8db834a73b7f4b7da73bde4c117cfaec;Sand Skunk Trouser;Holzweiler;HOLZWEILER;2 - Very good condition;;-;200.0;False
2023-12-12;outfit.8ddb48af2bef43bdba37cf6609eb699d;M Tearz Vanilla Ice White Shirt;FWSS;FWSS;2 - Very good condition;;-;200.0;False
;outfit.8e0be7c7028e4b8f8a6f69a1f0192d2b;M Lilja Skirt Ecru;Holzweiler;Villoid;2 - Very good condition;;2800;1200.0;True
2023-10-31;outfit.8e2e2acae5583042;Camel Pencil Skirt;Burberry;Gunhild Stordalen;2 - Very good condition;;1900;449.0;False
2023-01-12;outfit.8e2e7a0eca904f8db1618b5c0298ee26;Peony Dress;Ganni;Høyer;2 - Very good condition;;1900;449.0;False
2024-01-25;outfit.8e4917aefa4a4f52ba277f2c9d960740;Augusta Dress Cream;Carin Wester;FJONG;2 - Very good condition;;1800;750.0;True
2023-09-15;outfit.8e72e714095ecf75;Winslow Fig Dress;Reformation;FJONG;2 - Very good condition;;1900;599.0;True
2024-01-25;outfit.8e9e615a576c4fbf847138fbc87f7ca4;Episode Wideleg Pants;Karen By Simonsen;For Ynde;2 - Very good condition;;1000;499.0;True
;outfit.8eae5a9b66a6b157;S Lucinda Dress;Reformation;FJONG;2 - Very good condition;;1700;449.0;True
2023-01-10;outfit.8ee4d4edf6cd4d5aade45d1c92fee0f8;Dawn Satin Dress blue;Neo Noir;Villoid;2 - Very good condition;;1800;699.0;False
2023-09-19;outfit.8f2375dc47ef4f9990facb66c7a72aa5;Double Sandy Set;Maja Stabel;Maja Stabel;2 - Very good condition;;1800;600.0;True
2023-10-31;outfit.8f3c92feb1d346a38c17825713a9cb12;Silk Blouse;Chloé;Gunhild Stordalen;2 - Very good condition;;1300;520.0;False
;outfit.8f613a6bec774468879e261136c5d41f;L Willow Chinois Green Jumpsuit;Samsøe Samsøe;FJONG;2 - Very good condition;;1700;449.0;True
2022-07-12;outfit.8f6c3fbd7db0400caaf95a95ab29a97d;Structured Cotton Anthracite Mini Dress;byTimo;FJONG;2 - Very good condition;litt slitasje foran på ene sidewn. ikke. noe merkbart;1500;700.0;True
2023-12-12;outfit.8f7a44297f79480c878b9e5c93da633e;XS White Blouse;Confettibird;FJONG;2 - Very good condition;;1500;600.0;True
;outfit.8f91b0422939117a;M Sparrow Dress;Reformation;FJONG;2 - Very good condition;Den har noen få løse tråder, men ellers kjempe fin! Slges pga den kan løsne mer i tråder så ikke vits å rense så mye. ;3000;1000.0;True
2023-12-12;outfit.8fc193be35a546b987480b6cb5323beb;M Ferdinand Dress;IBEN;IBEN (Storheil Agency);2 - Very good condition;;1500;600.0;False
2023-10-31;outfit.8fe12d169d14a8ab;Military Dress;Dolce & Gabbana;Gunhild Stordalen;2 - Very good condition;;1500;600.0;False
2023-06-15;outfit.8aafdd817a514e9591a4af4261a83bab;S Black Agathe Shirt Dress;SoyaAulait;SoyaAulait;2 - Very good condition;;1500;449.0;False
;outfit.90003fcc02dd4e62b51a7d2c35ae7915;XL Skyway Ruffle Floral Sleeve Top;Creative Collective;Villoid;2 - Very good condition;;1500;400.0;False
2023-09-15;outfit.90544dcda4b845ffb6094e2849f83f2f;Daniela Moonless Night Shorts;FWSS;FWSS;2 - Very good condition;kjempe liten flekk på ermet. syntes ikke.;3500;1500.0;False
;outfit.90905e386df640ff96ea108db7afabfa;S Tara Satin Pink Blouse;Line of Oslo;FJONG;2 - Very good condition;litt slitt av bruk. ;2500;1100.0;True
2023-09-19;outfit.90acfab765674a3ea8382b104aba70af;Feather Embroidery Front Pleated Dress;SoyaAulait;Soyaaulait;2 - Very good condition;;1300;599.0;False
2023-01-12;outfit.90f0ca9444684a8d9731691dbf5f9691;3 Pom Pom Knit;Maud ;Høyer;2 - Very good condition;;1300;549.0;False
2023-01-10;outfit.90faf041cfce41bd9328e207718e241a;M Smoke Day Mio Dress;Day Birger;Villoid;2 - Very good condition;;1200;450.0;True
2023-09-15;outfit.91093cc3929f4bb3beafb0f686c824ba;Bente Jet Stream White;FWSS;FWSS;2 - Very good condition;;1100;440.0;False
;outfit.911cfceec45d9996;M A-line Mini dress;FWSS;FJONG;2 - Very good condition;;1100;499.0;False
;outfit.9124b05c276e49ea9820886e090082f6;Zahra Long Skirt;FWSS;Mani Studio Moss;2 - Very good condition;;1100;399.0;True
2023-12-12;outfit.913f700e01b3452daf1d526ea6189ae1;M Ursula Knit Polo;Second Female;Villoid;2 - Very good condition;;1000;400.0;False
2022-10-24;outfit.91463d43403842c5b5c17d43c8a0cac8;XL Camel Blouse;Ane Mone;Ane Mone;4 - Minor defects;;2700;750.0;False
2023-09-15;outfit.915272dd8393bc1d;Tweed Pearl Jacket;Chanel;FJONG;2 - Very good condition;Ser ikke noe feil på det.;800;325.0;True
2022-08-16;outfit.915d00f05ea74ed9872f00dbf6367ac4;S Simone Kumquat Dress;FWSS;FJONG;2 - Very good condition;Ser ikke noe feil på det.;800;400.0;True
;outfit.91651ca443b24b3daf198f69f3fbf225;XS Butterfly Long Dress Aspen Gold;MAUD;FJONG;2 - Very good condition;Ser ikke noe feil på det.;500;200.0;False
;outfit.918e7ea73111bbbe;M Vintage fur coat;Vintage;FJONG;2 - Very good condition;;3900;1560.0;False
2023-09-19;outfit.91ae0e0ce9e04f23921ebb94bca6bc89;Elvie Trousers Yellow Rust;Rodebjer;Rodebjer;2 - Very good condition;;3000;1200.0;False
;outfit.91d9b52c5f5f3dc8;S Camilla Is Dress;Samsøe Samsøe;FJONG;2 - Very good condition;;1000;549.0;True
2023-12-12;outfit.920ba899b40c41d2bd4e00b0de4db2df;Gisele Dress Rose Gem ;Rodebjer;Rodebjer;2 - Very good condition;;1000;549.0;True
;outfit.92101abfe02e418f8bc033846dc6d1c8;M Bodil Recycled Anthracite Wild Flowers;FWSS;FJONG;2 - Very good condition;;1000;549.0;False
2023-05-15;outfit.9229b3f3492545249eefb7dadefcd6b6;XL Beige Yoga Pants;Holzweiler;Holzweiler;2 - Very good condition;;1200;599.0;True
2024-01-25;outfit.922da47c9e624c4387b0ee9e124a67db;Louiza Blazer Ivory;Ida Sjöstedt;DSN;2 - Very good condition;;2000;799.0;True
2022-08-16;outfit.9288ff153f8d405e89ce6b6cfd08171c;Hannah Satin Pink Dress;Line of Oslo;FJONG;5 - Damaged;item has an unremovable stain the back and also some small stains infront, item is also quite worn out;1900;300.0;False
2023-01-12;outfit.92bab9820887db22;Blue Striped Skirt;C.L.E.A.N;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2200;849.0;False
2023-05-15;outfit.92c893d7a1364d06a293c5ab1caa32ec;S Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2500;1049.0;False
2023-12-12;outfit.9341a89b191cd49f;M Celine Shearling Jacket;Holzweiler;FJONG;2 - Very good condition;;2500;849.0;False
;outfit.939a1d0f53224a47b72646338eb8c6f5;XL Kevin Skirt (42);Designers Remix;Høyer;2 - Very good condition;;3000;1099.0;False
2023-01-10;outfit.93d11b40e1db46198d34109e7d0ebfe9;L2 Dove Dakota Blouse;Levete Room;For Ynde;2 - Very good condition;;2700;1199.0;False
2023-05-15;outfit.93dcb93c8c104b50bcfe3d83b36e1d53;L Prenestina Jacket Baby Blue Jacket;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2200;849.0;False
2022-09-15;outfit.93deeaf9435b48528ea56c020b1a7a7e;Nepeta Pants;Sportmax;Høyer;5 - Damaged;Rift nederst;10100;1999.0;False
2022-08-30;outfit.9449a73349914e62b72492dee51f7dbd;Lime Green Kaylee Knit;MAUD;Høyer;2 - Very good condition;;2700;1049.0;False
2023-09-19;outfit.94c2aa4bbb244470a65c268164cc2bcf;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;2 - Very good condition;;1700;699.0;True
;outfit.95075e1ddb3d49a9a3fc51653c1e0421;S Pale Mauve Venice Blouse;Samsøe Samsøe;FJONG;2 - Very good condition;;2000;799.0;True
;outfit.95094b40075b4c008858b298350d2f5c;XL Black Flared Pant;MAUD;Høyer;2 - Very good condition;;3500;1400.0;False
;outfit.952f52853dcb44b69cd0acb148281432;S Dusk Blue Jeans Jacket;Creative Collective;Villoid;2 - Very good condition;;2500;899.0;False
;outfit.956816bd188e438bb8e54216b6a80ec0;M Mike Skirt Frosted White;IBEN;IBEN (Storheil Agency);2 - Very good condition;;2700;1049.0;False
2023-09-15;outfit.95a9732c69cb1e4c;Chocolate Bar Camelia Bag;Chanel;FJONG;2 - Very good condition;;1300;260.0;False
2023-10-31;outfit.95c292eefaa5453bbb381c3117b7b152;Heaston Skirt Hushed Violet;Samsøe & Samsøe;FJONG;2 - Very good condition;;3800;1520.0;True
2023-09-15;outfit.960b1878176f4d0e9e11f643f691f5da;Zeta Dress Purple;Ravn Ravn;Villoid;2 - Very good condition;;2100;840.0;True
2024-01-25;outfit.967fb53dc47c45cdab34eb94cce391bf;White Tango Blouse;Karen By Simonsen;For Ynde;2 - Very good condition;;3200;1280.0;False
2023-06-15;outfit.968023fd0b064e9388ac1f02d358b91a;S Papyrus Annika Sweater;FWSS;FWSS;2 - Very good condition;;3200;1280.0;False
2023-01-10;outfit.969d4aed3e5b4b6fbf2056f75f720898;L Ain't No Mountain Sweater;FWSS;FWSS;2 - Very good condition;;3200;1280.0;False
;outfit.969f20ac829c4c9b91d7f91b50bbf145;M Pink Pantalon;Carven;Høyer;2 - Very good condition;;3200;1280.0;False
;outfit.96a155450719462f90835d3aa3067946;XS Zip Front Pencil Skirt;Theory;Høyer;2 - Very good condition;;2300;920.0;False
2023-09-15;outfit.96cb494dcb47696b;Blue Bouquet Blouse;byTiMo;FJONG;2 - Very good condition;;600;240.0;False
;outfit.96f7210a2ae0aa93;M High Pressure Light Blue Striped Dress;FWSS;FJONG;2 - Very good condition;;600;240.0;False
2022-10-24;outfit.9739950a93f6aa90;Frances Cherry Dress;Reformation;FJONG;2 - Very good condition;;600;240.0;False
2023-09-15;outfit.974d30a77aa54f49bc18506e4473a219;Lott Isoli;Ganni;Jorun Stiansen;2 - Very good condition;;600;240.0;False
2023-10-31;outfit.9783c1172c5cfab5;Wool Jacket;Chloé;Gunhild Stordalen;2 - Very good condition;;600;240.0;False
2022-10-24;outfit.97ded7ff59b07b48;Mantle Dress Black;Samsøe & Samsøe;FJONG;2 - Very good condition;;3500;950.0;False
2023-10-31;outfit.97ec221c84bcfbe3;A-Line Dress;Valentino;Gunhild Stordalen;2 - Very good condition;;3500;950.0;False
2023-05-15;outfit.980422dcbfca4fadb07e9d0dcd8d0a7d;S Grey Alva Lace Top;SOYAAULAIT;Soyaaulait;2 - Very good condition;;3500;950.0;False
2023-05-15;outfit.98068f7191b048d8a1802f936efc0e04;XS C.L.E.A.N Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;3500;950.0;False
2023-05-15;outfit.9869f29fbd3e4e7582aeba76197a3c40;S White Crochet Sweater;Urban Pioneers;Urban Pioneers;2 - Very good condition;;3500;950.0;False
2023-05-15;outfit.986a5a4f62884d7d97ad3cb6463a4df9;S Feather Back Opening Embroidery Dress;SoyaAulait;Soyaaulait;2 - Very good condition;;3500;950.0;False
;outfit.9896180616ef4f4697f426f4d4b9e970;XS Nivelle Blazer;By Malene Birger;Mani Studio Moss;2 - Very good condition;;3500;950.0;False
2023-08-31;outfit.9896180616ef4f4697f426f4d4b9e970;XS Nivelle Blazer;By Malene Birger;Mani Studio Moss;2 - Very good condition;;3500;950.0;False
2023-09-15;outfit.98eebea274f23dd6;Goldie Star Struck Dress;Réalisation Par;FJONG;2 - Very good condition;;2600;700.0;False
2023-05-15;outfit.98f5fa6487d54b65a62bc084cdc5de23;S Black Voss Skirt;Holzweiler;Holzweiler;2 - Very good condition;;2600;700.0;False
2023-09-15;outfit.98fc70696f60445ba24ea97f1afb3324;Estelle Mini Dress Ivory;Murlong Cres;Murlong Cres;2 - Very good condition;;2600;700.0;False
2023-09-15;outfit.991252f75331465a9228cea0ae0bb890;Margit Broderie Anglais Dress;FWSS;FJONG;2 - Very good condition;;2600;700.0;False
2024-01-25;outfit.9912d96c63714cd1b94e60e219cc307d;Detail Shirt Blue;Yaya;For Ynde;2 - Very good condition;;2600;700.0;False
2022-09-21;outfit.9920c9858d714aa19f6b5f2e4863e9fd;L Double Cuff White Button-Up;Aris;For Ynde;2 - Very good condition;;2600;700.0;False
2024-01-25;outfit.9936eee8f01a25d8;Rose Dust Ruth Top;FWSS;FJONG;2 - Very good condition;;2600;700.0;False
2023-10-31;outfit.993dfa12c54fc46f;Black Silk Shirt;Filippa K;Gunhild Stordalen;2 - Very good condition;;2600;700.0;False
2023-05-15;outfit.998bd1af074d49a69ce55e77474f5b94;S Ecru Lenient Jumpsuit;Holzweiler;Holzweiler;2 - Very good condition;;2600;700.0;False
;outfit.99c064e4d6824984a93102ca1ca111a6;XS Zip Up Lace Top Sky Captain;MAUD;FJONG;2 - Very good condition;;2600;700.0;False
2023-09-15;outfit.99de2e580b6743889d8ca3975a3838b0;May Top Red;ROTATE Birger Christensen;DSN;2 - Very good condition;;2600;700.0;False
;outfit.9a0e192a87d08b4c;L Beautiful Dress;Holzweiler;FJONG;2 - Very good condition;;2500;700.0;False
2023-09-19;outfit.9a557603af6e423993d3f2681f1c6011;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;2 - Very good condition;;2500;700.0;False
2023-09-15;outfit.9a6b9da3c2294f03bd239a6e863955bb;Pussy Bow Pleated Blouse Creme;Rena Lange;FJONG;2 - Very good condition;;2500;700.0;False
2022-06-17;outfit.9a8a18eecd5649eda11bf75987a90efa;S Streep Creme Coat;Line of Oslo;FJONG;2 - Very good condition;;2500;700.0;False
2023-09-15;outfit.9aef6d3e2683447f8bfcfa826a24a23f;Atelier Mermaid Vineyard Wine Dress;Maud;FJONG;2 - Very good condition;;2500;700.0;False
2023-10-31;outfit.9b11f1bcca3f494bb5349451ff57fe70;Floral Printed Chiffon Long Sleeve Blouse;Baum und Pferdgarten;FJONG;2 - Very good condition;;2500;700.0;False
2024-01-25;outfit.9b5027df1bf4416484aaa5d03655304d;Tearz Vanilla Ice Top;FWSS;FWSS;2 - Very good condition;;2500;700.0;False
2023-09-15;outfit.9b6a380442084fc59e3a4e0679951b17;Red Stripe Active Shirt;Kari Traa;FJONG;2 - Very good condition;;2500;700.0;False
;outfit.9b7577b41e374c5d8debce0abc0466de;L Isabel Anthracite Dress;FWSS;FJONG;2 - Very good condition;;2500;700.0;False
2023-12-12;outfit.9b91cfa8ae264faaab1b9f8538aab066;M Aagot Bright White ;FWSS;FWSS;2 - Very good condition;;2500;700.0;False
2022-06-20;outfit.9bc6939e74234024b9f6d34218418dfe;L Satin-Paneled Crepe Mini Dress;Red Valentino;FJONG;2 - Very good condition;;2500;700.0;False
2023-01-12;outfit.9bcd396dce184137b1a797976259ec2e;The Wrap Dress, Black;AWAN;AWAN;2 - Very good condition;;2500;700.0;False
2022-06-10;outfit.9be713a0af3b45aa9577949469b1e0de;XL Limon Wrap Chinois Green Dress;Samsøe Samsøe;FJONG;2 - Very good condition;;2500;700.0;False
2023-09-15;outfit.9bf55c30dee14573ac0d46c03fce3a0e;Tie Black Blazer;Maud;FJONG;2 - Very good condition;;2500;700.0;False
;outfit.9c2285b935d84f3b85e9678007eac190;L Serena ls Eden Blouse;Samsøe Samsøe;FJONG;2 - Very good condition;;2500;700.0;False
2023-05-15;outfit.9c33d7a5c8114d3192d7ab2310bbe4ca;S Army Crochet Sweater;Urban Pioneers;Urban Pioneers;2 - Very good condition;;2500;700.0;False
2024-01-25;outfit.9c3f0cb12d76472094d6aa8b9fd2f7d3;2 Linnea Shirt;By Malene Birger;Høyer;2 - Very good condition;;2500;700.0;False
;outfit.9c60137e95ac47c4b54413f4226d4206;XL Dove Dakota Blouse;Levete Room;For Ynde;2 - Very good condition;;2500;700.0;False
2022-08-16;outfit.9c646627b7db45faaf520e8ac387c8e2;Yellow Oda Jeans;Holzweiler;Holzweiler;2 - Very good condition;;2500;700.0;False
;outfit.9c739a55c8a46a22;XS Boise short dress;Samsøe Samsøe;FJONG;2 - Very good condition;;2500;700.0;False
2023-09-15;outfit.9c7d035695ea49618efd78e21872b1a5;Jewelled Leggings;H&M;FJONG;2 - Very good condition;;3700;850.0;False
;outfit.9cb602e5b83949d49bc50bbbfa5b7d04;L Dusk Blue Jeans Jacket;Creative Collective;Villoid;2 - Very good condition;;1300;260.0;False
2022-06-10;outfit.9cd0349b449c4007be9a6bbf244c15bc;M Leather Skirt;MAUD;Mani Studio Moss;2 - Very good condition;;3000;600.0;False
2023-10-31;outfit.9cfd9a79329b16bd;Foxglove Blush Dress;Reformation;FJONG;2 - Very good condition;;600;240.0;False
2022-07-11;outfit.9d2ae3e74d7f4d9bbde82be334a3a21b;Colette Short Solid Black Dress;Line of Oslo;FJONG;2 - Very good condition;;600;240.0;False
;outfit.9d3b8dd5711d3657;S Bluebella Dress;Sandro;FJONG;2 - Very good condition;;900;360.0;False
2023-09-19;outfit.9d55683a3d9846f19472d52cece0f9c9;Leona Leaf Crop;SOYAAULAIT;Soyaaulait;2 - Very good condition;;900;360.0;False
2023-10-31;outfit.9d5c2d8415063b7e;Fringed White Blazer;Altuzarra;Gunhild Stordalen;2 - Very good condition;;900;360.0;False
2023-10-31;outfit.9d7b0a3eff26c6f7;White Cashmere Coat;Malo;Gunhild Stordalen;2 - Very good condition;;900;200.0;False
2023-10-31;outfit.9df44d85b24a4704970bf742aa1012b1;Sandy Brown Mirante Tiered Dress;By Malene Birger;FJONG;2 - Very good condition;;900;200.0;False
2023-05-15;outfit.9e2a4dd538af8f4b;L White Zip Midi Skirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;900;200.0;False
;outfit.9e50c4cb7e564151b3494f501b7d893d;XS Pleated Arm Top Aspen Gold;MAUD;FJONG;2 - Very good condition;;900;200.0;False
2022-09-15;outfit.9e8dd974e09f44ef886fce0d3557d652;Bellix Night Blue Blouse;by Malene Birger;FJONG;2 - Very good condition;;900;200.0;False
2022-06-10;outfit.9f2786238d6e4b5b80c39af80ffde12b;L The Wrap Dress, Black;AWAN;AWAN;2 - Very good condition;;900;200.0;False
;outfit.9f8b081ec48c605c;M Petrine Short Print Dress;Holzweiler;FJONG;2 - Very good condition;;900;200.0;False
2023-12-12;outfit.9f9956f6233a4dba84db74cfd17e7581;S Fiona Blazer Black Silver  crop;ROTATE;Oxholm;2 - Very good condition;;3100;1240.0;False
;outfit.9fbf3cdd79af487e91fe93261ebe67a8;XL Silk Blouse Black;By Malene Birger;Høyer;2 - Very good condition;;3100;1240.0;False
2024-01-25;outfit.9fc10de2bc654e25a9de7e1749fb76aa;Sidney Summer Pants ;Filippa K;FJONG;2 - Very good condition;;3100;1240.0;False
2023-09-19;outfit.9faa5a6b345a4ee791996380c91d4eac;Dakota Dress Pink Print;Untold Stories;FJONG;2 - Very good condition;;3100;1240.0;False
2023-01-10;outfit.9aa24eb08db9447da1e6f285b151b357;XS Jet Black Simone Dress;FWSS;FJONG;2 - Very good condition;;3100;1240.0;False
2023-09-15;outfit.a0195453b3384232bcdb38a93696a3fd;Pink Silk Blouse;FWSS;FWSS;2 - Very good condition;;1900;760.0;False
2023-10-31;outfit.a0361d1da07f4cf4929c58bd45782fae;Magritta Dahlia Dress;Hofmann Copenhagen;FJONG;2 - Very good condition;;1900;760.0;False
2023-05-15;outfit.a06295aca0704ceba747894974e58593;XS Aliquan Green Sengi Top;Holzweiler;Holzweiler;2 - Very good condition;;1900;760.0;False
2023-01-10;outfit.a0866e3e4bf9400eb34bc6cfb8a10ea6;XS Ain't No Mountain Sweater;FWSS;FWSS;2 - Very good condition;;1900;760.0;False
2023-09-19;outfit.a09b86f77ed442d79d24dcdb9c460a79;Black Stone Dress;Maja Stabel;Maja Stabel;2 - Very good condition;;1900;760.0;False
2023-01-10;outfit.a13f25b080f64a588149d6f37a4e6096;1 Pom Pom Knit;Maud;Høyer;2 - Very good condition;;1900;760.0;False
2023-01-12;outfit.a189dca13d2e4274afe5758a78f49000;Ono Dark Sapphire Top;Samsøe & Samsøe;FJONG;2 - Very good condition;;1900;760.0;False
2023-08-14;outfit.a1adba867cb84d16b7204205cb432d54;M Black Trousers;Samsøe Samsøe;FJONG;2 - Very good condition;;1900;760.0;False
2023-01-10;outfit.a1c343a6ab39449597376de1dd75173b;M Midi Sweater Blue Wrap Dress;Diane Von Fürstenberg;Høyer;2 - Very good condition;;1200;480.0;False
2023-10-31;outfit.a1c4999e99962415;Button-front Henrietta Dress;Reformation;FJONG;2 - Very good condition;;2700;500.0;False
2023-12-12;outfit.a1c4999e99962415;L Button-front Henrietta Dress;Reformation;FJONG;2 - Very good condition;;2800;1120.0;False
2022-10-24;outfit.a1f4cba2508b4d259173202d1014214d;Pink Glitter Dea Top;Levete Room;For Ynde;5 - Damaged;krympet i vask, mer en XS;2200;400.0;False
2022-09-21;outfit.a1f4cba2508b4d259173202d1014214d;Pink Glitter Dea Top;Levete Room;For Ynde;2 - Very good condition;;1650;660.0;False
2023-05-15;outfit.a21324f825fb4634a4f16ed74c0a9740;S Shoulder Embellished Tunic;SoyaAulait;Soyaaulait;2 - Very good condition;;2000;800.0;False
2023-05-15;outfit.a21324f825fb4634a4f16ed74c0a9740;Shoulder Embellished Tunic;SoyaAulait;Soyaaulait;2 - Very good condition;;3000;1200.0;False
2023-05-10;outfit.a23aa00026a246f1aa758fd59b2127fc;S Black Gaudi Open Jacket;SOYAAULAIT;Soyaaulait;2 - Very good condition;;3000;1200.0;False
2022-08-16;outfit.a24ec8c88040844e;M The Fire Trousers;FWSS;FJONG;2 - Very good condition;;3000;1200.0;False
2023-01-12;outfit.a28b2e6008184ba19240c926b1af0eff;Synne Fruit Dove Dress;FWSS;FJONG;2 - Very good condition;;1600;640.0;False
2024-01-25;outfit.a2abcab0a2ee4394b461ea4159bfcf0e;1 White Jacquard Top;By Malene Birger;Høyer;2 - Very good condition;;1600;640.0;False
2023-09-19;outfit.a2ca8a104fea457c98f386b5dd471856;Blossom Embroidery Raglan Sleeve Dress;SoyaAulait;Soyaaulait;2 - Very good condition;;1600;640.0;False
2023-09-19;outfit.a2cc7056b5d0457abc1945931ead93b3;Fur Coat Khaki Green;Ane Mone;Ane Mone ;2 - Very good condition;;2150;860.0;False
2023-09-15;outfit.a33786c65b0f40f78b8c15ac4748d862;Ono Dark Sapphire Top;Samsøe & Samsøe;FJONG;2 - Very good condition;;2500;600.0;False
2023-10-31;outfit.a3427dd392e9b50e;Black and White Lace Dress;Givenchy;Gunhild Stordalen;2 - Very good condition;;1900;760.0;False
2022-10-24;outfit.a38ee0712e55fa24;M Cut-Out Ruffle Midi Dress;LPA The Label;FJONG;2 - Very good condition;;1850;740.0;False
2023-09-15;outfit.a3d9b33556aa4703b4c64758ca5ae191;Silja Vanilla Spring Bouquet;FWSS;FWSS;2 - Very good condition;;1000;400.0;False
2023-09-15;outfit.a3e7418bac5549a7b469bad4b72c4c5e;Caramel Pinstripe Midi Skirt;Ralph Lauren;FJONG;2 - Very good condition;;1000;400.0;False
;outfit.a41a8d76220c411ca3549582ec436004;XS Dante Dress Off White;IBEN;IBEN (Storheil Agency);4 - Minor defects;Wear and tear;2500;300.0;False
2023-01-10;outfit.a4408a7f42c442a484661fb8b466f8b8;L Blue Prestina Pants;C.L.E.A.N;C.L.E.A.N. by Christina Ledang;4 - Minor defects;Wear and tear;2500;300.0;False
2022-09-15;outfit.a4c077e654c444fab4bbcf1dc6aa692b;S Spring Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;10100;2499.0;False
2023-01-12;outfit.a4c81cbd20934c629fcfa7f6b597c5a9;S White Sunniva Linen Shirt;Urban Pioneers;Urban Pioneers;2 - Very good condition;;4000;899.0;False
2022-08-16;outfit.a5236954cd82433b9af9da2e16f8bb08;XL Cargo Pants;Rails;Mani Studio Moss;2 - Very good condition;;4000;899.0;False
;outfit.a543df635d20e0a7;blaze blush M;Jarlo;FJONG;2 - Very good condition;Bittesmå løse tråder, men ellers fin!;1100;290.0;False
;outfit.a5bdb67820dc40d1;Lace Skirt;FWSS;FJONG;4 - Minor defects;Wear and Tear, pom poms fall off;2500;300.0;False
;outfit.a625d9b88dbd40a9b751333e6beb26a3;Multicolor Leaf Dress;MAUD;Høyer;4 - Minor defects;Wear and Tear, pom poms fall off;2500;300.0;False
2023-09-19;outfit.a73d327c2ca24e36a5103c8342613219;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;4 - Minor defects;Wear and Tear, pom poms fall off;2500;300.0;False
2023-05-15;outfit.a758db1e041e498fbf92da9fe24dc23d;XL Navy Knitted Vest Dress;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;1800;540.0;False
;outfit.a777bdca88d34413b4c6edcd3ea2139e;S Rasifiola Blouse;By Malene Birger;Høyer;4 - Minor defects;"flekker på høyre side på livet, på ""beltet""";1100;450.0;False
2023-09-15;outfit.a779259ddfc74263a29e06282aaa77b2;Violet Dress;Riccovero;Riccovero;1 - As new;Ikke blitt leid ut (sjekk tilstand før endelig pris);9000;1999.0;True
2023-12-12;outfit.a7f24be3d0124a3e95a1b876487def83;Praha Sweater;Hekne;Hekne;1 - As new;;4100;2050.0;True
2022-07-11;outfit.a8175a1b696f4b85;Pink Floral Dress;Balenciaga;Benedicte Eie;1 - As new;;3800;1200.0;False
2023-05-15;outfit.a81f7679004e0745;Navy Blue Mid Sleeve Top;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;3600;1499.0;False
2023-10-31;outfit.a824c0030f59545a;White Classic Blazer;Chloé;Gunhild Stordalen;1 - As new;;1200;600.0;True
2023-06-15;outfit.a824c0030f59545a;M White Classic Blazer;Chloé;Gunnhild Stordalen;1 - As new;;3200;1600.0;True
2023-09-19;outfit.a84d98da9b0b4c8d95457d446a4df5fd;Hawaiian Sunset Wrap Dress;Maud;FJONG;1 - As new;;1400;560.0;True
2023-01-12;outfit.a867d0ea463b4d6dbd0f750bc1962f49;Hilda Black Dress;Samsøe Samsøe;FJONG;1 - As new;;3200;1600.0;False
2023-09-15;outfit.a8cd42d443d608cc;Petrine Short Print Dress;Holzweiler;FJONG;1 - As new;;3200;1600.0;False
2023-05-15;outfit.a9311de3321e418ebfe1a8548f37731a;S Blossom Wrap Dress;SoyaAulait;Soyaaulait;1 - As new;;3300;1199.0;False
2023-01-10;outfit.a935f1495271461689278b60c8d1a25d;M Vintage Cotton Black High Neck Blouse;byTiMo;FJONG;1 - As new;;2900;1450.0;False
;outfit.a9c4c12ae69b4575945a11c5e5275e22;L 3 Cabernet Mia Dress;Creative Collective;Høyer;1 - As new;;2900;1450.0;False
2023-09-19;outfit.a9d86e5af38d49528be58129fc056433;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;1 - As new;;2900;850.0;False
;outfit.a9e42151f395405fa364edd2acfdb613;L Black Chita Dress;By Malene Birger;FJONG;1 - As new;;2200;1100.0;False
2023-10-31;outfit.a9e47a4cd09329dc;Mesh Dress;Christopher Kane;Gunhild Stordalen;1 - As new;;2900;1300.0;True
